paperid,referenceids,date,title
167099665,[],2009-01-01,Logarithmic f-Index and Its Meanings in Research Assessment
350846225,"[445549800, 343396551, 468084144, 476466897, 47662649, 41096570, 363784401, 42177598, 128454401, 234189966, 286194848, 439270244, 163504154, 348527348, 129591752, 333270501, 283515955, 67733602, 426885572, 185796785, 369452638]",2001-09-01,How the European Union writes about ophthalmology
68328727,"[443662675, 176326224, 209960188, 60489969, 298964827, 212799846, 63002393, 443184772, 193495195, 333352759, 234794687, 497688877, 250122712, 58278862, 442823307, 33217568, 176918336, 387763430, 423876246, 288650137, 309372739, 351142367, 304728954, 255530246]",2011-03-31,The Research of Multi-Layer Topic Map Analysis using Co-word Analysis with Growing Hierarchical Self-organizing Map
9755934,"[15932490, 406783001, 162868488, 296568933, 119457297, 158629350, 444414055, 466333314, 94628965, 292407572, 343479368, 285925074, 374719737, 206120899, 113658214, 147963455, 141320288, 271989807, 245851121, 343173300, 466856001, 90604117, 247887677, 473884836, 83982809, 293446263, 22464455, 497402120, 117652449, 264030756, 79598192, 181815876, 186216387, 387305741, 15920102, 58278862, 458568665, 406702766, 423876246, 122772984]",2012-10-01,"Measuring author research relatedness: A comparison of word-based, topic-based, and author cocitation approaches"
488582434,[],2019-01-01,C2 index: A community-aware model to evaluate an author's academic impact
166206757,[],2016-01-22,Theories of informetrics and scholarly communication
217136421,"[414943483, 191228434, 42183792, 102305825, 447653710, 162868488, 202551182, 108479228, 372949100, 411828177, 384397347, 213930181, 348927680, 481627150, 498123912, 337440647, 84216019, 365328509, 316588833, 181545131, 443666352, 125786401, 452381666, 35763918, 228790972, 246005408, 179979326, 479616096, 497452916, 369237967, 104455860, 65674908, 15399364, 478750189, 437089947, 9176022, 314147576, 416526444, 433673305, 106677586, 257950227]",2016-06-01,Science communication and dissemination in different cultures: An analysis of the audience for TED videos in China and abroad
3570984,[],1995-01-01,TOSCANA: a graphical tool for analyzing and exploring data
115780909,"[338308305, 373245167, 51502800, 148556704, 482964523, 244697254, 75072235, 343479368, 87127854, 216542339, 42177598, 278656326, 444079698, 35081777, 381536151, 71443537, 162575749]",2017-08-01,A tribute to Eugene Garfield: Information innovator and idealist
316710190,[],2008-01-01,Empirical Analysis of the Law of Subject Distribution and Transformation of Scholar Communication Behavior Based on JCR(Science Edition)
420138292,"[180357155, 283731792, 309146587, 336888899, 335251802, 446759835, 326575752, 277712172, 274925056, 393775308, 371985750, 466738980, 368290818, 101951817, 98603042, 360965639, 49651441, 151219622, 66955737, 426552923, 124306751, 42440499, 363205615, 90629598, 477680562, 383184915, 187977868, 205235545, 54410880, 157720322, 260125138, 218389739, 473338129, 24823035, 130633065, 14110875, 300055772, 352531551, 387224983, 267072907, 343121362, 280026661, 387036092, 242273200, 161033027, 199823675, 299961822, 38865799, 41865087, 443910413, 90081999, 213688367, 197598915, 141560142, 329889917, 327433663, 157034410, 76290041, 312448775, 380365211, 410971086, 339345519, 257865528, 124286974, 444647238, 370160216, 100009138, 8701881, 129311075, 116327104, 267998720, 365238630, 322841990, 93750991]",2020-11-02,Mapping the knowledge domains of research on fire safety – an informetrics analysis
355515702,[],2014-01-01,Informationswissenschaft an deutschsprachigen Universitäten – eine komparative informetrische Analyse
335072574,"[35434624, 250856175, 361837933, 153665068, 274097320, 195111274, 355236438, 290165188, 143083683, 322321212, 205330091, 487854184, 50472619, 85993936, 282635655, 235682975, 102736729, 499984136, 301485481, 188044956, 410379307, 307991809, 25639550]",2002-06-01,Informetric analysis of a music database
116866374,"[430367556, 421944076, 428235463, 35049952, 332017840, 260770358, 147828811, 237279318, 124334515, 55842519, 43630996, 211338714, 82647120, 415660004, 92352455, 214060029, 352158908, 277912170, 48494285, 375928569, 230167948, 141292154, 23255024, 169108285, 443051746, 21569474, 254406431, 269796707, 306343582, 361382265, 131739837, 470096127, 58264675, 277315382, 265388474, 103785880, 183152953, 115402465, 45775053, 130570213, 153928617, 312766223, 451429709, 85479213, 417315675]",2018-09-01,Informetrics of Scientometrics abstracts: a rhetorical move analysis of the research abstracts published in Scientometrics journal
119033160,[],1992-11-01,"Call for papers Fourth International Conference on Bibiliometrics, Informetrics, and Scientometrics"
318147915,[],2005-01-01,LOTKAIAN INFORMETRICS : AN INTRODUCTION
349773138,[],2010-02-03,The Impact of Outliers: Practice Theory and Bibliometrics
356298066,"[323895383, 348363744, 32907099, 330436325]",2007-01-01,Medidas del solapamiento en tres bases de datos con información sobre ingeniería.
438386002,[],2015-01-01,A Study on the Research Trend of Library Marketing Promotion
470117721,"[91767827, 125157747, 125908135, 27167014, 112837377, 212174568, 129619208, 217285483, 201102744, 330677055, 226181998, 373479726, 179941966, 496364415]",2015-01-01,Science and technology indicators in & for the peripheries. A research agenda
2288986,"[147127373, 343562251, 451355867, 361970539, 465366425, 45904134, 111535333, 183256648, 317620283, 223553775, 116834598, 136038925, 119532786, 230843769, 149181890, 142593197, 471958332, 51856113, 341847646, 185009833, 497839410, 112707550, 268312128, 144449435, 113182430, 493872845, 383383457, 368734311, 475632408, 450319632, 153078843, 438378074, 82808191, 42213373, 184779422, 214906287, 243164481, 455014435, 377152343, 134100838, 410843172, 3489913, 30732890, 283916791, 455505796, 52726731, 444414055, 203115976, 54003878, 192628219, 499090326, 151396026, 355236438, 217085970, 381153083, 223980646, 470666576, 89168765, 368381963, 64404240, 119520128, 362215268, 146748595, 109474376, 390519560, 323895383, 455369802, 114760530, 18186820, 343479368, 231376769, 254903201, 417952817, 316816261, 261380338, 32135842, 191084033, 141412408, 305826571, 9486709, 287747443, 303085032, 102842011, 231151676, 344936835, 253471403, 273366809, 424258154, 348363744, 292558970, 174253226, 300068081, 105736143, 336114131, 341755162, 483681152, 351943642, 189927725, 8767578, 77496744, 56565192, 67387789, 42177598, 233810198, 497769122, 323073385, 38396464, 252524107, 194498069, 405665605, 401806541, 241561812, 444079698, 57112412, 258713249, 422373892, 391067737, 325267019, 115644777, 73386519, 13105004, 312428370, 91010394, 249159936, 330436325, 391406144, 12849850, 140266703, 408769544, 210545693, 2204190, 485244554, 409857812, 267583463, 482269907, 81729835, 145073746, 152663842, 186391160, 492159668, 386066942, 169598501, 358222441, 120477418, 235682975, 226181998, 398167957, 399178112, 174401275, 450394429, 371334201, 76431453, 333683575, 174934702, 188260121, 342840518, 318057175, 88588018, 112328050, 122484716, 436893530, 25818178, 261010701, 279242753, 61086772, 319032924, 15615845, 202921301, 409520257, 24640420, 325610227, 313623048, 278157568, 456622179, 444106451, 230544745, 292106632, 320607390, 362610175, 63779319, 273781968, 323938600, 146149734, 87756438, 476255628, 168141773, 442643988, 142510210, 247564949, 292844182, 357696490, 140023033, 499751635, 447805311, 499514767, 474250135, 136038841]",2007-01-01,A scientometric method to analyze scientific journals as exemplified by the area of information science
382467420,"[77928733, 194118146, 42850945, 369462098, 462140061, 467894249]",2001-01-01,An introduction to the barycentre method with an application to China's mean centre of publication
185986399,"[270909463, 488234212, 105700116, 406783001, 162868488, 438188075, 497836290, 349393757, 63732257, 276403925, 456795276, 28753683, 307437783, 211601173, 355690110, 282565024, 429020833, 314674962, 321919186, 103893226, 225854756, 339784853, 344376071, 175544753, 291400343, 388916551, 31866941, 294318461, 202115663, 198075643, 103005289, 276784248, 337083405, 427382965, 145073746, 483633858, 338967959, 186391160, 93672095, 409637533, 367301077, 216238788, 408797250, 41646665, 206977753, 228853449, 58193366, 296918321, 357459434, 404646767, 455875990, 22271653, 47275288, 85444756, 104799888, 476158995, 122897271]",2016-01-01,Can we predict citation counts of environmental modelling papers? Fourteen bibliographic and categorical variables predict less than 30% of the variability in citation counts
354020709,[],2013-11-23,Beneficios de generar indicadores métricos en materia de documentación científica
203119975,[],2009-05-10,La Ley de Lotka: aplicaciones del modelo Lagrangian Poisson a la productividad de autores
381988200,"[5880088, 402271687, 236225603, 39620797, 104701558, 492281173, 266036753]",2016-02-01,Count regression models in informetrics
317873515,"[356093697, 109150830, 415990698, 270702281, 423595869]",2017-05-01,"Comments on the paper “Critical remarks on the Italian assessment exercise”, Journal of Informetrics, 11 (2017) and pp. 337–357"
199511408,"[336385138, 290939211, 456075354, 312249448, 278840039, 327077381, 191020846, 133142721, 25815294, 28753683, 20022784, 91375062, 371452282, 341214441, 242079388, 159126034, 157821715, 154046743, 342062042, 22557135, 368158732, 104241517, 113353441, 273571058, 168597006, 215111691, 427385187, 391523063, 140160738, 64613353, 594596, 169487409, 311726593]",2018-08-13,"Mapping collaboration and impact of library and information science research in sub-Saharan Africa, from 1995 to 2016"
160324977,[],2012-10-01,Corrigendum to “The measurement of low- and high-impact in citation distributions: Technical results” [J. Informetrics 5 (2011) 48–63]
323489138,"[472990783, 230167948, 389542524, 110161869, 75417175, 443510012, 391014447, 361853497, 460363676, 231318979, 250287050, 492361328]",2019-08-09,"Altmetrics, webometrics and informetrics as the complementary vectors in the modern bibliometrics"
133361014,"[298831804, 386818265, 225140062, 465934777, 108750562, 306363268, 345227013, 313411351, 431757759, 266051177, 272812100, 297976391, 452946867, 449238603, 315592817, 290022634, 332676136, 240500575, 470998378, 163821492, 284238506, 6657357, 86056530, 302649948, 294164641, 232755899, 343479368, 368746408, 182351242, 306526640, 394833564, 479242261, 102253292, 63966761, 13822192, 267374465, 49130707, 461308898, 357863010, 412062655, 148311592, 474905048, 467341121, 444832819, 450731643, 137151945, 467395277, 18691718, 64973341, 481262126, 345398880, 260411540, 945577, 371271604, 249604157, 488831402, 343057578, 437185363, 401417466, 372726526, 149914568, 213568606, 261329725, 196371605, 134588105, 427725142, 143491549, 361297311, 371458944, 144650380, 43509131, 345668539, 301014343, 482982836, 148238362, 228197581, 450394429, 328915764, 381635953, 328387279, 25764880, 98600116, 203995061, 59966293, 38798170, 450089959, 311087659, 137627102, 131706183, 182001127, 48400934]",2010-06-01,The Development and Application of Resource Dependence Perspective in Information System Research: Informetrics and Network Analysis
290364792,"[174628388, 166018217, 437328464, 412030185, 352140228, 101008563, 272486340, 75142946, 474274076, 134576381, 50425471, 370230706, 140522303, 223980646, 326423534, 341353140, 64957063, 8767578, 305223190, 214020521, 493689033, 443258283, 439401371, 467588615, 342831293, 6276204, 395818588, 48863750, 486159021, 458568665, 119233003, 291833365, 267001025, 305674665, 423876246, 159400126, 391703358, 144254514, 102888124, 303090957, 102706713, 170163190, 482839931, 233462378, 349066466, 476629853, 235593759]",2013-03-01,The three dimensions of informetrics: a conceptual view
177069434,[],2003-01-01,A specialistic database on research evaluation
340991357,[],2011-09-30,Workshop «New Research Lines in Informetrics»
420846974,"[51337364, 52726731, 401484967, 368381963, 458668757, 408515314, 14669422, 180301203, 257855322, 243207264, 321214171, 99038308, 238078678, 464248621, 58546898, 259385278, 145073746, 155414913, 431110679, 266943228, 471339702, 482489360, 433479291, 135746975]",2007-04-01,TOP-curves: Research Articles
205004165,"[444106451, 308462702, 296568933, 52726731, 223980646, 433107336, 472805826, 463825701, 409376861, 499688003, 57640317, 489700470]",1998-01-01,Defining subject collections for informetric analyses: The effect of varying the subject aboutness level
87137671,[],2014-01-01,"La comunicación científica en 2013. Reflexiones sobre la comunidad informétrica: más ""enredados"" que nunca [Informe de situación]"
338369930,"[290974957, 283784778, 45921571, 445410092, 279804767, 303472476, 377906581, 288339639, 163491439, 492682809]",1996-03-01,Quantification of scientific article contents
347151756,"[206650601, 101208053, 352708942, 308411135, 331521296, 191194801, 349283019, 481264817, 403843380, 34031589, 374120634, 297837441, 297512771, 8364059, 333551537, 165569453, 199502019, 494622914, 309045541, 42540916, 436982908, 310034477, 15285139, 92353941, 345953078, 67695373, 137432815, 481444052, 366861867, 79582441, 95094956, 230969523, 356303495, 317008402, 188376225, 61982719, 359130343, 146201507, 78414762, 425762144, 38784645, 12544336, 127443907, 497502041, 285606651, 324269248, 409883699]",2014-05-06,An Overview on the South Korean Scientific Production in the Field of Chemistry (1993–2012)
255348121,"[101773147, 366236922, 362024960, 118377485, 257855322, 147632077, 186935581, 145073746, 347866559, 186391160, 214728349, 460054537, 33328674, 148099600, 200203786, 474253246, 252678382, 260312856, 349066466]",2012-05-01,Scientific subject categories of Web of Knowledge ranked according to their multidimensional prestige of influential journals
200899994,"[200229364, 127512455, 397936597]",2016-01-01,Getting to Know Altmetrics
82927007,"[457197306, 486000254, 26557549, 430436193, 363998278, 336254619, 403487705, 116858663, 377152343, 90491265, 149335213, 346722685, 307964343, 52928312, 408703487, 211096335, 344376071, 416602133, 175544753, 394755025, 144048193, 175093424, 59395544, 145073746, 232430852, 255154173, 270744565, 357459434, 498963583, 3279385, 455875990, 380562424, 467374770, 39528101, 239829126, 484081799, 360900186, 266368204, 431366472, 265735880, 189832004, 95789007, 363745094, 140108416, 343459476, 162575749, 122897271, 74860498]",2013-01-01,USEFULNESS OF SCIENTIFIC CONTRIBUTIONS
449625509,[],2016-11-28,ZOO INDONESIA: SUATU STUDI INFORMETRIKA
282525099,"[443662675, 71567767, 52726731, 366236922, 94628965, 335661378, 42177598, 447374823, 444079698, 344444012, 145073746, 483633858, 186391160, 223387529, 357459434, 380562424, 484081799, 265735880, 496394906, 28652827]",2014-01-01,"Informetrics, bibliometrics, altmetrics: What is it all about?"
137178549,[],2008-01-01,Bibliometrics-based analysis on competitive intelligence in China
34147768,"[109776818, 282565024, 145073746]",2014-04-01,Current index: A Proposal for a dynamic rating system for researchers
2473402,[],1988-01-01,De la bibliométrie à l'infométrie: un cadre nouveau pour l'évaluation de l'information scientifique et technique
457010619,"[261078363, 76820903, 490828584, 180414442, 283692201, 24139453, 118709934, 165916181, 233540893, 471273673]",2011-01-01,Using information obtained through informetrics to address practical problems and to aid decision making
234446268,[],2010-01-01,The Janus Faced Scholar: a Festschrift in honour of Peter Ingwersen
90119615,[],2007-01-01,Medida del solapamiento en tres bases de datos con información sobre ingeniería
182701504,[],2016-01-08,Global and Local Knowledge in Citation Network Formation
371428801,[],1995-03-01,Fractional counts for authorship attribution: a numerical study
39640511,"[90707420, 224105195, 407379619, 470318728, 133563949, 264563053, 437524470, 355146701, 338029916, 487299078, 323498344, 87064369, 471398406, 228837929, 442443421, 30148689, 417670919, 457559024, 358890142, 178361050, 313621513, 422668144, 11760866, 354646880, 42632729, 141436678, 465179840, 317110324, 234794687, 33626028, 481780920, 427263131, 126848252, 148564404, 342831293, 304018009, 247407448, 20323108, 157678477, 391865713, 347780211, 192112115, 6751442, 27078521, 38865799, 467312762, 51372374, 362193622, 387631522, 236445344, 355857146, 423425278, 300394085, 406950356, 463079844, 12263822, 270411032]",2016-08-01,Using path-based approaches to examine the dynamic structure of discipline-level citation networks: 1997-2011
323243462,"[61696522, 16297500, 348547237, 434222222, 304273553, 424374951, 332693403, 163454938, 464253276, 73377996, 75818153, 433804372, 271113426, 92882289, 350814455, 384250685, 170340213, 134989299, 138253722, 35197750, 449564463, 403487253, 266710483, 29813335, 145073746, 427786968, 186391160, 175408400, 136066312, 259537963, 205356644, 352516699, 493054882, 128592821, 354412267, 41765372, 17478775, 178951552, 483425525, 78043724, 380724689, 323907870, 142314572, 277970330, 28103910, 146793951, 398784493, 203190844, 363025446, 297301926, 354119036, 232826137, 209412668, 243187589, 219333269]",2019-03-18,Predicting citation counts based on deep neural network learning techniques.
203115976,"[119532786, 276236647, 171228779, 60807805, 377358183, 140206231, 96268326, 398775545, 260012717, 115644777, 378556519, 105736143]",1992-01-01,From Librametry to Informetrics: An Overview and Ranganathan's Contributions
233672136,"[54168400, 94392914, 304612832, 399345957]",2017-02-01,A Bibliometric Analysis of Journal of Informetrics – A Decade Study
90668489,"[135865001, 261078363, 450319632, 22598302, 406998738, 101783902, 377152343, 433919563, 102706713, 476526176, 283692201, 223980646, 176843762, 396168036, 316816261, 307149837, 301162247, 293047118, 239924959, 241561812, 460275406, 444079698, 263452404, 491017874, 333352759, 264030756, 386940200, 466535568, 377434869, 325504013, 322212296, 251541217, 156151240, 420847843, 163491439, 375169896, 455984607, 450394429, 95789007, 144948591]",2012-09-15,Information Metrics (iMetrics): A Research Specialty with a Socio-Cognitive Identity?
70540747,[],2002-01-01,George Kingsley Zipf : life. idea. his law and informetrics
15773132,[],2009-01-01,"Proceedings of ISSI 2009 - the 12th International Conference of the International Society for Scientometrics and Informetrics, Rio de Janeiro, Brazil, July 14-17, 2009 (2 volumes)"
448982478,[],2004-09-01,"CYBERMETRICS - MEANING, DEFINITION, SCOPE AND CONSTITUENTS"
63516115,"[61696522, 16297500, 348547237, 434222222, 304273553, 424374951, 332693403, 163454938, 464253276, 73377996, 75818153, 433804372, 271113426, 92882289, 350814455, 384250685, 170340213, 11311225, 73496392, 134989299, 138253722, 35197750, 449564463, 403487253, 266710483, 29813335, 145073746, 427786968, 186391160, 175408400, 234270790, 136066312, 259537963, 205356644, 352516699, 406848552, 493054882, 115742010, 128592821, 354412267, 41765372, 17478775, 178951552, 211353782, 483425525, 78043724, 380724689, 337705468, 323907870, 142314572, 277970330, 28103910, 146793951, 107155832, 218608413, 398784493, 203190844, 363025446, 297301926, 429384215, 468545599, 444781315, 354119036, 106696601, 232826137, 190267888, 209412668, 292484884, 219333269, 402967821, 302811959, 243187589, 349289279]",2019-05-01,Predicting citation counts based on deep neural network learning techniques
316046806,[],2019-01-02,"Report of 14th International Conference on Webometrics, Informetrics and Scientometrics (WIS) & 19th COLLNET Meeting 05 to 08 December 2018, University of Macau, Macau"
174226904,"[282468973, 453981282, 62054272, 15861665, 471533966, 147346130, 439354329, 319323327, 183122466, 467886478, 496255489, 130022855, 86011640, 437118862, 358584763, 405613888, 110411093, 416513232, 145369318, 127710235, 58625930, 87985926, 53441355, 310093666, 39234783, 56908284, 29653071, 425811082, 82610939]",2015-11-02,"Bibliometric Analysis of Publishing Trends in Fiber Crops in Google Scholar, Scopus, and Web Of Science"
306654684,"[38082420, 357301250, 28544974, 62277795, 365119643, 424560264, 433231691, 366952354, 17015341, 64973341, 395818588, 166185528, 367442227, 494566738, 369782674]",2005-12-01,New indicators for gender studies in web networks
17624559,[],2016-01-22,Informetrics Needs a Foundation in the Theory of Science
122957295,[],2018-10-01,Towards a Uniform Terminology for Indigenous Knowledge Concepts: Informetrics Perspectives
325586419,"[117767106, 34719627]",2008-06-30,An Experimental Study on Web Link Analysis of the Korean National Archives
445636083,"[292701255, 87953545, 183889591, 417009066, 448801014, 315092916, 203229689, 215678214, 472141054, 131996932, 308702533, 482199619, 213646120, 343396551, 420677782, 497179659, 317936655, 258749182, 223373610, 94016388, 169062159, 112755487, 468808078, 161450128, 157997316, 16930351, 184175596, 198536729, 238982858, 265240984, 334838170, 388858369, 145073746, 144259092, 281388415, 91716298, 88162135, 198497808, 9081498, 72739221, 494942539, 444579141, 17478775, 401349087, 157011250, 113345810, 369995179, 209412668, 33553023, 302811959, 102933994, 443197796]",2017-02-01,First and Others credit-assignment schema for evaluating the academic contribution of coauthors
328474105,[],2007-01-01,"Informe de l'11th International Conference on Scientometrics and Informetrics (Madrid, 25-27 de juny de 2007) = Informe de la 11th International Conference on Scientometrics and Informetrics (Madrid, 25-27 de junio de 2007)"
79158789,"[61046692, 450319632, 43312397, 212495561, 357971638, 137123579, 119262941]",2011-10-01,"Progressive nucleation mechanism and its application to the growth of journals, articles and authors in scientific fields"
429579790,"[295136191, 374136879, 94359395, 300786164, 267598004, 460830633, 448161394, 270358525, 391411519, 32164885, 406783001, 143419265, 266366499, 319079849, 199377521, 151396026, 124415206, 332805416, 448706403, 141294776, 114767410, 307149837, 249341357, 321851267, 169361824, 258246676, 425139350, 2550845, 28757359, 281079619, 342031705, 494622914, 290176591, 416134166, 190037850, 329813039, 320871695, 60713999, 206240443, 436547343, 335472265, 369827634, 46717655, 382643502, 431888723, 335482466, 285561853, 404145662, 391406144, 376085663, 269930999, 154478835, 481087591, 182210818, 188376225, 212296707, 140349107, 15053513, 390196308, 189147634, 38086012, 80813684, 65856047, 320175523, 94143334, 142999751, 426679569, 424085936, 354063275, 236249984, 177233425, 291248924, 120216838, 96847802, 17016049]",2014-04-01,A multi-level network analysis of web-citations among the world's universities
385662479,"[41286929, 318376119, 5923776, 335812367, 441875704, 228916650, 389208684, 246128796, 2078529, 347104949, 194619413, 427427529, 229552318, 122752386, 498895324, 82574996, 262791611, 54694960, 77981734, 172248554, 253752075, 426569587, 45995333, 383022216, 327981618, 41182453, 238782067, 11932710, 189377822, 155894250, 86759327, 108148417, 138084805, 58003627, 305801045, 318775839, 171112443, 314350989, 76820903, 38865799, 199337543, 215803621, 189771457, 267811128, 181050989, 238582621, 412657535, 353089752, 282161992]",2021-07-10,Link-based approach to study scientific software usage: the case of VOSviewer
486379028,"[351142367, 7897232, 120441733, 450319632, 272892062, 162611054, 486100220, 63002393, 459092900, 448375724, 89783814, 24681197, 261631099, 449508254, 315729646, 359910819, 309372739, 255530246, 7914730, 77669999, 147554442, 123984455, 284445364]",1998-01-01,Artificial neural network technology for the classification and cartography of scientific and technical information
97537558,"[273880141, 98736529, 460074806, 178095039, 55769002, 78752041, 261821137, 287379398, 264230989, 267114725, 293657030, 262144123]",2018-09-26,Of the People for the People: Digital Literature Resource Knowledge Recommendation Based on User Cognition
408391191,"[203694290, 86040644, 455014435, 52726731, 499495001, 368381963, 355098391, 243275154, 76168313, 40736468, 194498069, 353404760, 325267019, 115644777, 412126917, 297939457, 88588018, 325610227, 9772629, 483328980, 357696490]",1990-01-01,The duality of informetric systems with applications to the empirical laws
36679195,[],2000-01-01,Researches on the Elementary Theory of Information Analysis
197799454,"[485764322, 135354075, 91479042, 443662675, 484018112, 231534890, 479107070, 365091478, 290107983, 107170154, 176326224, 431984312, 47831954, 406210673, 281566671, 52726731, 283692201, 462228309, 307149837, 9755934, 195845945, 145275800, 408391191, 313166365, 244384043, 235502449, 464136611, 70275867, 455216593, 189661769, 289065786, 91736989, 301423870, 117652449, 141436678, 431411232, 181815876, 62340410, 170044394, 273033686, 43761393, 463164897, 237361418, 221838337, 475614907, 223387529, 70687777, 98167494, 368090524, 216386875, 351866894, 64297570, 469330396, 146977080, 185796785, 349066466]",2015-03-01,The symbiotic relationship between information retrieval and informetrics
59612702,"[59650442, 138940023, 467516658, 327077381, 401780233, 165186214, 396149525, 235860107, 249233745, 361043610, 412372379, 373918374, 362382515, 466800807, 480683665, 366137001, 173770687, 125895840, 199957998, 320929576]",2013-12-12,An informetric analysis of publication and research collaboration patterns in natural and applied sciences in South Africa
283086371,[],2019-09-02,Collaboration patterns in bibliometrics papers on health sciences subject areas
235437605,"[389451142, 494975820, 195998303, 135092519, 296084094, 260108891, 285012510, 413366373, 413472123, 183428041, 165137430, 72486791, 436698674, 256892723, 376498488, 382871551, 20168873, 318582321, 63819713, 319853099, 354808106, 490235410, 267277943, 271441335, 391686770, 134637850, 125809110, 497451821, 116294013, 225994463, 281441765, 81623443, 112322066, 57796941, 163305140, 243164481, 146956407, 70604695, 3829900, 212950823, 336579305, 490078969, 80255774, 54003878, 147468896, 178233527, 80199812, 404038651, 39500367, 26507034, 223980646, 141970067, 76843007, 220139152, 24597145, 297450628, 319976226, 296469019, 189737437, 300943852, 239836354, 14835180, 150552782, 152051783, 477286028, 117815901, 360616023, 386619860, 135313795, 73127968, 448799556, 52028475, 364906582, 376935515, 428120094, 163081485, 300493572, 2614803, 51339113, 13465362, 38991496, 271148386, 19104172, 258550658, 325964970, 153801740, 110226450, 460275406, 264541397, 173872135, 184175596, 16717788, 324241654, 19047936, 46630019, 495256685, 115298544, 216512142, 134832842, 52206045, 270225148, 482269907, 405931281, 45003169, 360091686, 308115372, 108126636, 283616994, 389027141, 166314964, 481444320, 443439984, 235777255, 371334201, 396511285, 445398570, 25133516, 266739413, 162599916, 35704821, 458120638, 286267817, 252467159, 244221226, 5378270, 5454780, 293312775, 138387011, 12898967]",2005-11-30,Tracing thought through time and space: a selective review of bibliometrics in social work.
287903270,"[166018217, 443758322, 42213373, 189412140, 256961184, 307408737, 289163266, 136775448, 215130622, 408391191, 477826933]",2007-03-01,Untangling Herdan's law and Heaps' law: Mathematical and informetric arguments
340594213,"[203694290, 445298391, 42213373, 52726731, 472805826, 408391191, 57640317, 268159419, 483328980, 325267019, 71556120, 88588018, 151551305, 186212508, 321029967, 321126763]",1993-11-01,Consequences of Lotka's law in the case of fractional counting of authorship and of first author counts
203484713,[],1985-01-01,Informetrics and its importance
109592107,[],2012-01-01,Visualization Analysis of the World Important Informetric Scientists: An Author Co-citation Perspective
230882859,"[339143291, 166018217, 471520633, 455014435, 290165188, 472805826, 32135842, 132015733, 230433111, 215130622, 408391191, 267754843, 305870717, 75430992, 88588018, 83167957, 477826933, 141479948]",2007-01-01,The source-item coverage of the exponential function
190238253,"[131156769, 335318210, 474274076, 409770141, 159698990, 388370664, 89309553, 444085736, 63362451, 109874160, 292062150, 27981716, 40736468, 266602551, 128604121, 230969523, 412755616, 322788512, 399156072]",2001-06-01,A citation analysis of the Cambridge Crystallographic Data Centre
115871281,"[39036257, 147346130, 313766720, 217085970, 259529543, 5121434, 288791314, 335661378, 279162716, 166423772, 7697520, 234022395, 405777416, 138860250, 339089985, 97528303, 494966355, 102602472, 257368485, 295001149, 483450446, 138154422]",2010-03-01,"Citations to the “Introduction to informetrics” indexed by WOS, Scopus and Google Scholar"
336195122,"[267844325, 244488180, 233993460, 192801107, 227947652, 150335048, 219503672, 94960093]",2013-03-17,"Authorship patterns of the literature on HIV / AIDS in Eastern and Southern Africa : an exposition of the responsible authors, institutions and countries, 1980-2005"
384532018,"[42213373, 153665068, 296568933, 52726731, 42850945, 408391191, 73665462, 202978552, 325267019, 415562759, 88588018, 9772629]",2003-05-01,Type/token-taken informetrics
278527545,[],2009-01-01,Celebrating scholarly communication studies : A Festschrift for Olle Persson at his 60th Birthday. Special volume of the e-newsletter of the international society for scientometrics and informetrics vol. 05-S June 2009
349339202,"[292085572, 106559391, 375510572, 154515407, 480181559, 107279035, 443445109, 94861840, 121999410, 217283450, 472248743, 159740924, 327176753, 24091718, 212863367, 244063459, 71101024, 27234472, 67554056, 96361204]",1994-05-01,Relation of title length of journal articles to number of authors
150335048,"[199915768, 116302767, 351202079, 51728339, 243007170, 295922805, 133116442, 191629995, 229762003, 329096075, 343186762, 287726040, 373585413, 73554406]",2004-09-01,A comparative study of the literature on HIV/AIDS in Kenya and Uganda: A bibliometric study
145628745,"[52726731, 223980646, 25925870, 384042995, 198121209, 57331431, 379751609, 111400167, 405005643, 313071010, 408391191, 474713617, 353404760, 193687578, 462140061, 220119980, 175961220, 477826933, 433412856, 151551305]",1992-01-01,Duality aspects of the Gini index for general information production processes
7290442,"[369736428, 101783902, 55819210, 445410092, 118611015, 54003878, 312842251, 128788785, 333551537, 419287321, 83118939, 291261682, 289869827, 140551515, 346354910]",2006-12-01,Journal self-citation study for semiconductor literature: synchronous and diachronous approach
29482570,"[484843610, 166018217, 482706663, 462810224, 251443209, 170798297, 7414387, 222465773, 112621348, 214917563, 119059242, 110374450]",2011-01-01,Using Lotkaian Informetrics for Ranking in Digital Libraries
202788424,"[287906960, 146756388, 52514951, 41865087, 375348523, 258736707, 239731559, 6485893, 319530465, 122959323, 262919812, 383363584, 462084402]",2015-06-17,Editorial for the First Workshop on Mining Scientific Papers: Computational Linguistics and Bibliometrics
202198605,"[135865001, 163708887, 9215035, 159597498, 349889843, 279647030, 42213373, 431984312, 144928091, 241128525, 398022058, 283692201, 223980646, 60070455, 76580703, 52928312, 442916857, 75542078, 224336541, 216073117, 455216593, 42632729, 181815876, 166887462, 43761393, 401940965, 67144541, 309978362, 377837576, 75376921, 494566738, 22765009, 239057559, 349066466]",2011-01-01,Discovering author impact: A PageRank perspective
72969806,[],2013-01-01,Evaluación de la producción científica de la revista Ingeniería y Universidad a partir de indicadores bibliométricos en el período 2009-2013
