paperid,referenceids,date,title
10364933,[],2018-03-09,A Mapping Review of Poster Presentation Publications Across Time and Academic Disciplines
441833477,"[113046748, 208331298, 413495516, 347026063, 197799454, 486198261, 74635774, 471273673, 427310741, 311306490, 473721959, 321156008]",2014-11-06,Scientometrics and Information Retrieval - weak-links revitalized
145192968,"[315466357, 61147921, 8767578, 283692201, 320827412, 201873015, 125898207, 68454727, 462789595, 448982478, 300222881, 445373074, 469120628]",2019-12-31,Informetrics Education in Library and Information Science (LIS) Departments at Universities in South Africa
494995470,"[386302981, 401878260, 137123579, 284499118, 235682975, 107108753]",1994-05-01,A stochastic model for the ageing of scientific literature
54491150,"[336385138, 340637751, 495197921, 202278446, 76370263, 150210605, 253832945, 442308265, 236278578, 316878241, 152465539, 440075368, 406033322, 438502091, 41763711, 120626976, 393417134, 410359688, 295427949, 345781971, 103165518, 496882053, 13713174, 5229940, 235304983, 172658554, 323519509, 204562743, 285369660, 81505704, 292579083, 345570198, 335661378, 269508850, 75992354, 393775378, 236966638, 296901371, 474743722, 77150705, 415654593, 337949050, 476569551, 356559780, 81214906, 489795156, 257306148, 499383032, 145073746, 46550215, 120538639, 429304294, 466375535, 402410557, 361105510, 272686849, 453452886, 364418333, 320058564, 77363640, 359814139, 140581850, 459817874, 487768731, 63166613, 443280545, 473953009, 120315056, 6152909, 352267923, 388933088, 48608979]",2017-01-01,Conceptualizing the Knowledge of Traditional and Indigenous Communities Using Informetrics Approaches
403634199,[],2019-01-01,臺灣「英語教學研究」文獻之資訊計量分析
143095840,"[269571044, 12064938, 134552717, 378513371, 148755628, 414052466, 224690634, 31187238, 198678443, 177326059, 361946826, 69007963, 448656802, 463217112, 350751259, 271778616, 86083322, 226191115, 499492370, 353037999, 121811415, 69743109, 145073746, 406879895, 192979126, 73499414, 161517467, 148395647, 407457147, 226281499, 371823459, 35634933, 277062696, 249852252, 484946864]",2018-10-01,Analyzing the research funding in physics: The perspective of production and collaboration at institution level
50022433,"[322005304, 339368169, 107898154, 79972074, 227402983, 465244758, 454079639, 145715347, 332673572, 71893864, 359836485, 463217112, 269548723, 40736468, 429457245, 320708891, 248404114, 444079698, 224751147, 306686678, 4582045, 198075643, 236685552, 108623553, 469653737, 283553961, 145073746, 483633858, 100682780, 255154173, 23140932, 323926236, 368674023, 163491439, 357459434, 152641427, 416579341, 237527669, 109942568, 370436405, 471524484]",2014-04-01,The academic trace of the performance matrix: A mathematical synthesis of the h-index and the integrated impact indicator I3
134334501,[],2010-04-22,The 12th International conference on scientometrics and informetrics
292743208,[],2018-05-01,"Towards a multi-paradigmatic, value free informetrics: A reply to Paul Wouters’ book review “The failure of a paradigm”"
48470059,[],2001-09-30,"8TH International conference on scientometrics & informetrics (ISSI-2001) Sidney, Australia"
229795891,"[46079626, 162560732, 468084144, 38492329, 358882941, 447374823, 343224729, 377185152, 397178694, 378818335, 60191107, 180070209, 131607949, 70777245, 367442227, 324364553, 488253394, 269706168, 104982709, 73262443, 297040219, 81746652, 305846841, 478435633, 298028821, 354119036, 80315966, 75983163, 107443879, 327765042, 292938082, 261386000, 242695269, 496394906, 274050304, 335056420, 368908857]",2020-01-01,The Altmetrics of Henk Moed’s Publications
389195830,"[340415107, 276657460, 448325546, 398190575, 202578916, 391727710, 344076493, 326383215, 458695640, 252957348, 40919983, 69864196, 240812257, 208109198, 73040834, 487771964, 40381042, 238368466, 231102907, 315556660, 16297680, 180414442, 209180889, 339368169, 242246738, 262358547, 313552269, 279190062, 385279990, 379253184, 74322550, 337469744, 437406810, 446133997, 51060876, 357301250, 251493840, 357159248, 98112935, 214906287, 165186214, 466185373, 134978027, 355347735, 456576781, 318322299, 67073876, 479938156, 100293385, 59829566, 121393190, 272620946, 96499957, 184783220, 449739231, 400074216, 470318728, 16532543, 101577208, 410676487, 53401530, 32433400, 175291016, 169499368, 32875932, 485329542, 490140625, 9441716, 54003878, 352791200, 107898154, 191067064, 329367598, 379911876, 255458414, 300445793, 191604746, 214169618, 374448796, 223198988, 283692201, 426183471, 85106545, 450056493, 270976651, 414139420, 258467424, 14340393, 327727902, 198734492, 389012097, 165140474, 47563541, 447934372, 161441310, 162153953, 337807239, 172399861, 164860941, 242673289, 282836122, 220081953, 470709102, 288545546, 339637500, 431713150, 343479368, 100380052, 69007963, 63004601, 36326325, 99516082, 187817564, 63171824, 373707557, 285925074, 392512448, 307149837, 239836354, 120820551, 409664899, 448549314, 495735564, 420677782, 2913606, 473793449, 108306932, 385730872, 95783678, 468084144, 317936655, 14480153, 17033431, 43959803, 8836404, 401968703, 113658214, 162688359, 466302769, 202030730, 457135208, 465698578, 459422957, 426800416, 105829561, 293047118, 386302981, 41370792, 376237919, 312135986, 258749182, 88770755, 143203762, 370414519, 94863335, 354324937, 154096464, 209058702, 388332882, 101809232, 95105366, 436590115, 203340415, 184325960, 443184772, 424100309, 83646464, 364906582, 306699964, 377056724, 170580923, 466856001, 191456384, 406856749, 457559024, 76168313, 8767578, 382025855, 152595992, 7022520, 242079388, 371509569, 10865493, 42177598, 17559481, 380321037, 244384043, 316308368, 316916609, 270281215, 159630878, 145063419, 258448330, 112331224, 276220006, 82098519, 41065804, 170590476, 354687257, 136454155, 313528061, 413357298, 254276361, 110226450, 345398880, 262533623, 243185913, 460275406, 444079698, 174135252, 343224729, 479783437, 391973848, 1687609, 10535812, 252070102, 227542670, 155032433, 71946652, 146488048, 132084695, 416488176, 278005313, 244080311, 470668495, 11760866, 40184147, 298988739, 76511007, 174857185, 184175596, 174443781, 142343197, 207624843, 38920003, 402575189, 432673229, 96912724, 312770127, 377185152, 41703554, 90601652, 9471182, 212125193, 265240984, 320212209, 334838170, 465179840, 496765699, 385855972, 234794687, 111566330, 377434869, 423782332, 22925717, 268125621, 267089033, 854968, 222351776, 399009939, 492941834, 342831293, 344444012, 343971586, 462140061, 289365496, 15920102, 152660823, 495515464, 324728894, 306409815, 323569681, 58278862, 35081777, 81648427, 395818588, 481069936, 51274137, 99363719, 207988933, 108964494, 176255655, 446917061, 214728349, 308270680, 462591905, 297057342, 291975544, 322212296, 148571449, 463124476, 382963828, 464933171, 100462276, 111025140, 193640573, 368237872, 38086012, 118528089, 230438366, 41865087, 409069457, 423181685, 286977962, 315762422, 246611395, 478957997, 429425599, 159865014, 168597006, 262737295, 184389112, 72739221, 342753687, 368674023, 368090524, 159400126, 125643432, 152641427, 148099600, 487659331, 171094394, 320175523, 81994126, 450394429, 332560232, 118883146, 493789004, 111102543, 144949578, 150566264, 82930289, 84368951, 446170253, 397450100, 325610227, 57099526, 278157568, 102888124, 303647990, 318011117, 441777043, 274230883, 455014435, 6711520, 441223313, 24547977, 96460199, 127230557, 178418051, 485055193, 328767155, 491175739, 277646026, 466371627, 15185116, 354142779, 250458927, 60134186, 223136085, 476629853, 132897084, 215577890, 282779137, 312725985, 256512341, 67011785]",2016-01-01,Science and Society. Assessment of Research
340637751,"[456304338, 244488180, 202278446, 150210605, 437026196, 406033322, 295427949, 345781971, 496882053, 48608979, 335661378, 269508850, 236966638, 337949050, 81214906, 257306148, 145073746, 429304294, 466375535, 359814139, 140581850, 416210391, 273209731]",2011-01-01,What’s in a Name? Using Informetric Techniques to Conceptualize the Knowledge of Traditional and Indigenous Communities
444500058,"[427795009, 341501912, 266474005, 464931441, 223980646, 244421028, 343396551, 206193264, 86892234, 94392914, 118827754, 126173742, 358506702, 299106436, 198497808, 104532367, 127045212, 223518540, 204167224, 123771638, 38578312, 427538060, 392056618, 355440874]",2013-05-01,Journal of Informetrics: A Bibliometric Profile
8767578,"[300034926, 101414737, 496189022, 180635998, 108750562, 250158791, 315466031, 44511812, 374526094, 113182430, 441571796, 3529695, 261813534, 66973189, 42213373, 194198935, 193418754, 390896021, 214906287, 52726731, 444414055, 362610175, 151396026, 223980646, 383022216, 298382292, 127706691, 205999502, 118694298, 12961073, 425855837, 159000480, 343479368, 307149837, 259008712, 154969587, 194619413, 214786911, 358064156, 427068479, 415382711, 322617418, 96472368, 183367155, 64973341, 323073385, 455216593, 460275406, 444079698, 454645639, 416488176, 495935930, 373148590, 433934265, 333352759, 26309206, 268104751, 242595276, 391406144, 12849850, 240908848, 88172632, 309735918, 361822603, 395818588, 468386778, 493545601, 68373390, 435514105, 158766417, 360091686, 32228493, 463275398, 376898288, 14908205, 301723370, 278649326, 478957997, 46723004, 257694692, 142510210, 119037334, 88588018, 104253977, 88067253, 479929046, 390898115, 478496293, 372561191, 323938600, 231781669, 336049364, 155394337, 435708151, 447805311, 56642081]",2004-12-01,Toward a basic framework for webometrics
268916828,"[166018217, 280336974, 98559386, 254903201, 61025767, 145073746, 455875990, 478098121]",2019-08-01,"Solution by step functions of a minimum problem in L2[0,T], using generalized h- and g-indices"
134338652,[],2012-01-01,A view on big data and its relation to Informetrics
185391209,"[448157224, 262075480, 23905251]",1998-10-01,Secular trend of academician aging
491284588,[],1998-01-01,Capcane ale informatiei statistice. EvaluĂri nepertinente
298444909,[],2002-07-01,La Ley de Lotka: Aplicaciones del modelo Lagrangian Poisson a la productividad de autores
59258998,[],2002-01-01,Leo Egghe and Ronald Rousseau: Recipients of the 2001 Derek de Solla Price Award
103655544,"[207043896, 61605139, 136437010, 77128574, 410685588, 439574690, 171484413, 31193454, 105829561, 491247529, 50988314, 64381416, 82184190, 107064786, 10056008, 443348646, 218270116, 340175803, 286435560, 405359361, 41703554, 400331604, 306409815, 265061821, 186379392]",1989-11-01,Contextual analysis of team productivity in the R & D industry
299747449,[],1995-01-01,Mapping the paradigm of information science based on cluster analysis of citation data
277366908,"[447184568, 36723160, 240667168, 321851267, 246089159, 13465362, 261052675, 397975750, 488118388, 311337109, 398668040, 423880279, 126132249, 20323108]",2005-01-01,Mapping the Diffusion of Information Among Major U.S. Research Institutions
467175548,"[236498952, 92253212, 180319450, 9052567, 371484301, 180446009, 372057621, 417186512, 158832907, 233417699, 296616820, 286725206, 283053399]",2004-01-15,Sample‐size dependence or time dependence of statistical measures in informetrics?
91412606,[],1999-01-01,International trends in subject analysis research
404703361,"[125794095, 208685201, 463445407, 230701000, 240645387, 136634887, 349048043, 123021165, 121805518, 217363172, 203989594, 60722387, 96268326, 412454765, 197098215, 5689063, 19871334, 198212602, 15860441, 461264250, 213727383, 275093814, 187369325, 420446333, 349788021, 384094250, 148401648, 485184296]",1990-01-01,THE APPLICATION OF EVOLUTION MODELS IN SCIENTOMETRICS
380438657,[],2017-12-03,TESTING LIBRARY CATALOG ANALYSIS AS A BIBLIOMETRIC INDICATOR FOR RESEARCH EVALUATION IN SOCIAL SCIENCES AND HUMANITIES
185124995,"[166018217, 109474376, 401900350, 34532425, 237975397, 464248621, 213978833, 755178]",2007-11-01,Egghe's construction of Lorenz curves resolved
171735182,[],2013-01-01,A Comparative Study of Informetrics in China and in Foreign Countries Based on Social Network Analysis
442185876,[],2017-01-01,"Informetrics : theory, methods and applications"
344221845,[],2021-05-06,A scientometric analysis and visualization of the 50 highly cited papers of Eugene Garfield
395720858,"[189817587, 449983511, 395249932, 335793208, 399294094, 421426586, 86601312]",2008-01-28,Development of the KnowledgeMatrix as an Informetric Analysis System
468449435,[],2011-01-01,Mapping Knowledge Domains of Research Focus of China Information Science in 2009
355305626,[],2015-01-01,"Webometrics, cybermetrics and nettometrics"
30283935,[],2001-01-01,"Proceedings of the Second Berlin Workshop on Scientometrics and Informetrics, Collaboration in Science and in Technology"
234449055,[],2010-01-01,The Articles Analysis of the Journal of Daqing Normal University From 2006 To 2009
331511969,"[4575561, 154042973, 2056826, 142897802, 483761394, 122856593, 1363978, 254903201, 485428864, 375710994, 279162716, 147885318, 177903983, 481087591, 490459732, 118692203, 145073746, 327789103, 424708401, 171722746, 357677232, 322909338, 48764493]",2014-01-01,COCOON CORE: CO-author REcommendations Based on Betweenness Centrality and Interest Similarity
359479459,"[356490113, 384132372, 481659838, 52726731, 236498952, 368381963, 458668757, 42850945, 388821914, 365330752, 467175548, 481234065, 157389860, 199621530, 103820590, 318146812, 464248621, 106075872, 88588018, 145484895, 371484301, 49204756, 431110679, 179622077]",2005-05-01,Measuring similarity of concentration between different informetric distributions: Two new approaches: Research Articles
132061347,"[326765228, 60059777, 223980646, 87899839, 408391191, 378556519, 88588018, 274181499]",1993-07-01,Evolution of information production processes and its relation to the Lorenz dominance order
11569318,"[337469744, 390138271, 45417644, 10522892, 67045018, 477539627, 307874329, 201344772, 297199166, 124888218, 126912535, 268125621, 478724430, 408809528, 51232704, 237213424, 134219398, 384130224, 90829192, 182031005, 38086012, 431110679, 471339702]",2016-05-01,Diversity of references as an indicator of the interdisciplinarity of journals: Taking similarity between subject fields into account
428200,[],2015-10-27,BIBLIOMETRIC STUDY OF CORE JOURNALS IN TOXICOLOGY
67045550,"[302399175, 298203351, 279626048, 115644777, 95764663, 294006750, 88588018, 404340370, 225309721]",1994-01-01,The frequency distribution of legal decision citations in the German jurisdiction
232695984,"[311814427, 406783001, 369033363, 384911333, 435090797, 492834638, 75151637, 295082802, 456374730, 38234594, 159358264, 485746767, 399321102, 195083717, 393100406, 192407678, 424084947, 177867582, 499225251, 385244744, 151917553, 85646822, 134537089, 489538166, 363516021, 105249616, 422085004]",2015-08-01,Computer science research: the top 100 institutions in India and in the world
185796785,[],1998-01-01,Informetrics : Exploring databases as analytical tools
241641652,[],2014-01-01,Review on the Research of Zhejiang Entrepreneurs based on the Knowledge Analysis of Journal Articles
401336506,"[261078363, 163941286, 107309918, 315641264, 344423101, 226828764, 465490962, 377152343, 282161992, 89716688, 302399175, 324400048, 457652372, 461562672, 453630838, 316816261, 38492329, 300068081, 420532827, 408665172, 234022395, 241561812, 460275406, 174135252, 471273673, 416488176, 166351325, 155877737, 13105004, 317110324, 496765699, 125014390, 494966355, 267089033, 412823164, 263900451, 322212296, 140851628, 188615235, 120477418, 200763479, 195476519, 298759020, 224034692, 371334201, 229930653, 81874523, 24640420, 52769501, 290307053, 135331933, 84674042, 51892515]",2016-01-19,"The counting house: measuring those who count. Presence of Bibliometrics, Scientometrics, Informetrics, Webometrics and Altmetrics in the Google Scholar Citations, ResearcherID, ResearchGate, Mendeley & Twitter"
106510525,"[202054290, 468615110, 377152343, 159995477, 381735948, 455216593, 444079698, 385671490, 52004245, 275499395, 371334201, 71443537, 430935551, 23086579, 13940123]",2013-03-30,"Collaboration Networks and Document Networks in Informetrics Research from 2001 to 2011: Finding Influential Nations, Institutions, Documents"
11409603,[],2013-01-01,Semantic Study in Language and Information Processing Based on Social Network Analysis
425842883,"[273820512, 479053353, 73390664, 323520075, 140522303, 363653025, 361583083, 473589587, 194316371, 158264261, 359223747, 466333314, 85106545, 376481094, 138562393, 308593740, 210687281, 203989594, 454536588, 257789047, 456355515, 148850780, 498974257, 60722387, 202030730, 395249932, 145065462, 98511409, 183539424, 116775062, 478189760, 186100414, 72858810, 203244779, 251385892, 124610191, 343045887, 297597921, 394898835, 357729094, 58278862, 211931685, 168597006, 14115466, 163099740, 3615302, 449625943, 7914730, 63002393, 231211487]",1999-04-15,Hypersonic and supersonic flow roadmaps using bibliometrics and database tomography
111040712,"[196774637, 257315899, 149386947, 17996424, 127711530, 371509569, 171159599, 45516406, 41865087, 389478203, 442156214, 168998800, 195714203, 41857937]",2018-01-01,Towards Predicting Trend of Scientific Research Topics using Topic Modeling
414460107,[],2008-01-01,"Annual review of information science and technology, Vol. 41"
369768652,"[454293790, 432285198, 305542054, 450816107, 300630889, 449791681, 153929580, 482963377, 221035367, 168361581, 380690282, 294700529, 331297836, 237389508, 68815686, 462494527, 105614357, 342399606, 450268102, 394974184, 489120137, 352364493, 117010329, 395268342, 479843661, 73950380, 101037655, 295823278, 497456516, 463839749, 380434801, 19095095, 368490683, 340077279, 332052109, 352075351, 21403350, 496069729, 130267215, 193064831, 59874509, 289755470, 14919740, 475962269, 314951092, 429568123, 288316904, 17093136, 492093900, 274068554, 164776134, 319313439, 7252197, 407208688, 207513149, 354353279, 33237002, 460906674, 479644008, 62482148, 458034950, 348701034, 244600026, 250349002, 298070124, 306777014, 215929725, 137960125, 270648095, 463506311, 287299742, 20082485, 361984006, 496529819, 343174167, 387403049, 409485424, 327756258, 115920282, 30633217, 324822192, 27356663, 276687771, 477556404, 425773718, 157462394, 275047645, 448275777]",2015-09-30,Imported Expertise in World-class Knowledge Infrastructures: The Problematic Development of Knowledge Cities in the Gulf Region
494536912,"[63041945, 415596225, 42108941, 145715347, 350265613, 425298047, 435540943, 154096464, 374906692, 51899350, 96912724, 87583585, 443984321, 283553961, 171245719, 163491439, 305344093]",2012-09-24,Does the specification of uncertainty hurt the progress of scientometrics
337053905,[],2017-01-24,Informetric Studies on Physics Theses of Indian Institute of Science. By K.G. Sudhier
322230489,"[309496135, 135865001, 417084951, 444414055, 402209534, 176843762, 47563541, 470709102, 343479368, 293047118, 395249932, 443184772, 410010512, 466856001, 27158087, 305482668, 68454727, 417895220, 293446263, 234794687, 15920102, 268030342, 290882486, 423876246, 295673122, 163099740, 372424380, 216542339, 123900387]",2016-02-01,Application of word co-occurrence analysis method in mapping of the scientific fields (case study: the field of Informetrics)
63150302,"[128508472, 435745322, 352146935, 302186267, 371719381, 8767578, 407630310, 260621976, 315093868, 181948547, 118028784, 482319100, 384303368, 223980646]",2016-12-01,Development of a software for metric studies of transportation engineering journals
192067807,"[166018217, 44511812, 365467266, 40031758, 42213373, 223980646, 141479948, 109474376, 472805826, 325956134, 293327718, 440609572, 460324503, 132015733, 27618379, 408391191, 36248142, 267631305, 483328980, 168438008, 193640573, 88588018, 231066845]",2005-05-01,The power of power laws and an interpretation of lotkaian informetric systems as self-similar fractals
416688352,"[288257628, 166018217, 389740256, 453165108, 482139377, 393994878, 52726731, 223980646, 179047134, 320805081, 408515314, 87036119, 492610363, 369462098, 273366809, 470975036, 408391191, 47432440, 382091018, 44414529, 398571146, 325267019, 391406144, 464248621, 46919066, 281806398, 79982996, 66932862, 363845268, 88588018, 494566738, 484246917]",2005-12-01,Conglomerates as a general framework for informetric research
269510884,[],2004-09-01,Applied Informetrics for Information Retrieval Research
25925870,[],1991-08-01,Transfer principles and a classification of concentration measures
392694001,[],1989-01-01,Knihovníci a bibliometria
386398451,[],2013-01-01,"Altmetrics и библиотеки: тенденции, возможности и проблемы"
323610868,"[467804951, 389740256, 302665937, 445611351, 73225958, 301114851, 18427397, 186619609, 34008254, 414647765, 96197290, 405293353, 171163790, 342993348, 228479396, 168500261, 292209917, 491035120]",2007-01-01,"Scientific Output by Gender in Spain (Web of Science, 2004)"
24865012,"[499842858, 417084951, 395249932, 498434768, 182970649, 145199019, 395720858, 281119946, 202545044, 85288782, 79241194]",2012-12-30,A Preliminary Study on the Development of Library R&D Policy Agenda
54397177,[],2013-01-01,Информетрия как учебная дисциплина: становление и развитие
318146812,"[203694290, 384132372, 52726731, 368381963, 458668757, 495220861, 384532018, 464248621, 88588018, 322688876, 9772629, 151516512]",2003-11-01,"""Type/Token-taken"" informetrics: some comments and further examples"
422459645,"[18162697, 215940891, 317279147, 64993003, 328479533, 313706804, 191364090, 51721982, 109381814, 346455289, 232456234, 406241853, 375274926, 305814722, 497816248, 154998057, 471729966, 230838948, 203338394, 171199381, 83672981, 407663329, 325338660, 7476420, 175450796, 154635404]",2019-05-22,"Analysis of Scientific Collaboration Networks among Authors, Institutions, and Countries Studying Adolescent Myopia Prevention and Control: A Review Article"
322324749,[109150830],2018-09-09,What indicators matter? The Analysis of Perception toward Research Assessment Indicators and Leiden Manifesto- The Case Study of Taiwan
72812816,"[473416515, 420898937, 119532786, 323191120, 290383886, 139478986, 205922885, 42213373, 377152343, 423084271, 223980646, 368381963, 316816261, 307149837, 210902872, 231151676, 105736143, 210494349, 8767578, 40736468, 385573089, 298084020, 115644777, 330436325, 391406144, 110275334, 358222441, 191802392, 368090524, 176786500, 371334201, 380562424, 197740090, 286267817, 448982478, 203484713, 235097691, 145484895, 168500261, 225771896, 450394429, 352093924, 487354757, 34179599, 496254728, 496394906]",2014-08-08,The journey from librametry to altmetrics: a look back
444143892,"[446765755, 163708887, 50425471, 162868488, 175291016, 141652745, 10833821, 218784986, 166237549, 457135208, 92017511, 467830244, 455216593, 232664866, 245158701, 268351944, 76663301, 230513515, 320824465, 468508805, 274798926, 253789381, 14204236, 239057559, 206120899, 316167083, 9063656, 60674210, 95642765]",2019-03-01,Research Front Detection and Topic Evolution Based on Topological Structure and the PageRank Algorithm
296401173,[],2015-11-01,"Research dynamics, impact, and dissemination"
103909665,[],2012-01-01,Mapping Knowledge Domains of the Research on Information Commons in China
310417699,[],2013-12-12,"The International Society for Scientometrics and Informetrics Conference (ISSI) comes to South Africa. Report on the 11th ISSI International Conference, Madrid (Spain) June 25th-27, 2007 : general contribution"
155482405,[229029114],2020-08-01,Corrigendum to “Are nationally oriented journals indexed in Scopus becoming more international? The effect of publication language and access modality” [J. Informetrics 14 (2020) 101011]
40659238,"[254903201, 100537650, 175544753, 411111829, 184066032, 236685552, 145073746, 441386541, 455875990, 359000576, 316824621, 122897271]",2008-10-01,"Woeginger's axiomatisation of the h-index and its relation to the g-index, the h(2)-index and the R2-index"
55712038,"[113046748, 208331298, 413495516, 347026063, 197799454, 486198261, 74635774, 471273673, 427310741, 311306490, 473721959, 321156008]",2014-11-06,Scientometrics and Information Retrieval - weak-links revitalized
298596648,"[160852733, 191201677, 277492001, 415859190]",1998-12-14,Extracting Knowledge Patterns from Ticket Data
471533866,[281223197],2020-02-29,Corrigendum to “Does the public discuss other topics on climate change than researchers? A comparison of explorative networks based on author keywords and hashtags” [J. Informetrics 13 (2019) 695–707]
42158385,"[310887313, 44899621, 306705317, 269244353, 223980646, 328510177, 490309379, 141983486, 176304087, 408391191, 115644777, 461029425, 59869812, 149666527, 54248467, 82722959]",1996-02-21,Stochastic processes determined by a general success-breeds-success principle
287217974,"[81623443, 163305140, 378632030, 393241808, 391406144]",2001-01-31,"Informetrics and webometrics for measuring impact, visibility, and connectivity in science, politics, and business"
232048955,"[479732525, 401012456, 436716037, 316929505, 203644499, 4520656, 366333735, 247927388, 379604395, 120540474, 184985719, 270358525, 275033922, 413162805, 434831925, 394309205, 319079849, 117106786, 410307002, 160774306, 438489191, 294115188, 321376833, 273090090, 448706403, 463173867, 175852204, 4349894, 307149837, 56064515, 397551748, 194619413, 473675165, 80230092, 84486003, 383484145, 322553538, 190037850, 43790281, 436547343, 159594151, 109413347, 484009677, 425746771, 46717655, 335482466, 135057423, 456846833, 314661868, 15654853, 337465877, 326545215, 172532077, 191032573, 151865951, 478800370, 189147634, 98081075, 120717988, 305130097, 90347140, 295279410, 425490308, 453564472, 231197934, 281893182, 259765454, 346486167, 483104705, 145900881, 383577307, 338434159, 355661905, 109615602, 217696097, 18995136, 219143822, 19061797, 19074505, 232011515]",2015-03-01,A webometric approach to policy analysis and management using exponential random graph models
495823166,[],1995-01-01,"Science de l'information : Bibliométrie, scientométrie, infométrie"
371673409,"[61696522, 16297500, 348547237, 434222222, 304273553, 424374951, 332693403, 163454938, 464253276, 73377996, 75818153, 433804372, 92882289, 350814455, 384250685, 170340213, 11311225, 73496392, 134989299, 138253722, 35197750, 449564463, 403487253, 266710483, 29813335, 145073746, 186391160, 175408400, 136066312, 259537963, 205356644, 352516699, 406848552, 493054882, 128592821, 354412267, 41765372, 17478775, 178951552, 483425525, 78043724, 380724689, 337705468, 323907870, 142314572, 277970330, 28103910, 146793951, 107155832, 398784493, 203190844, 363025446, 297301926, 429384215, 468545599, 444781315, 354119036, 447092707, 106696601, 232826137, 402967821, 349289279, 302811959]",2019-05-01,Predicting citation counts based on deep neural network learning techniques
68454727,"[135865001, 108750562, 114964021, 155426597, 261078363, 450319632, 22598302, 406998738, 101783902, 377152343, 433919563, 102706713, 476526176, 28335187, 283692201, 223980646, 176843762, 346722685, 396168036, 470709102, 316816261, 307149837, 301162247, 293047118, 239924959, 422046884, 241561812, 460275406, 444079698, 263452404, 491017874, 333352759, 264030756, 386940200, 466535568, 377434869, 325504013, 322212296, 251541217, 156151240, 420847843, 163491439, 375169896, 455984607, 450394429, 144948591, 303090957, 95789007, 46753737, 84674042]",2013-04-01,Information metrics (iMetrics): a research specialty with a socio-cognitive identity?
23075157,[],1997-07-01,"Recent psychological literature on driving behaviour : What, where, and by whom ?"
21453142,"[417084951, 271101838, 275232574, 57765089, 71245866, 107809161, 499675072, 166123014, 6126141, 489185832, 219557695, 401684328, 176031336, 28059066, 90163043, 343479368, 93846989, 36695162, 71683050, 61418945, 353557629, 56797985, 132885078, 438337614, 203123452, 374919378, 284198313, 90135151, 362355512, 164881531, 423541434, 287124854, 450503144, 294566423, 36040306, 321917699, 344158966, 99570343, 364362817, 339484133, 333352759, 422293732, 425015046, 189332843, 379890686, 387036092, 145097556, 208628762, 140095522, 92322618, 364243958, 153777770, 347669551, 72133954, 484904262, 461213723, 41865087, 22496115, 443871115, 91552633, 215895435, 110599299, 453597521, 297829143, 311467090, 368973018, 372690160, 163181168, 136670383, 408409725, 234787531, 293808917, 7573824, 493307674, 411388286, 50765521, 191988496, 393832375, 227340199, 187325502, 266067725, 454857973, 345231743, 422211446, 67262325, 284778735, 303487884, 326916860, 142450373, 137531696, 47461221, 368598444, 365238630, 127714120, 322841990, 30623990, 15033362, 417668927, 18814474, 377678656, 2842409, 68241957]",2021-03-01,Mapping the knowledge domains of new energy vehicle safety: Informetrics analysis-based studies
168327512,[],2009-04-01,Preface: The 11th International Conference on Scientometrics and Informetrics
22280549,"[410431529, 3516962, 43362184, 425298047, 477702504, 373682622, 491292262, 445913118]",2009-10-01,Some comments on Egghe's derivation of the impact factor distribution
231111014,"[193656506, 480515478, 240671270, 66335087, 376878287, 437927232, 326043116, 60847000, 494566738, 216270802, 255427889, 468299025]",2021-08-22,Measuring the relative intensity of collaboration within a network
477702504,"[166018217, 278773814, 312292108, 261377765, 491292262, 346176838, 145073746, 209536969, 445913118, 14385117]",2009-10-01,Mathematical derivation of the impact factor distribution
244652394,"[230111850, 122871244, 443221942, 467476727, 393241808, 483190534, 45003169, 298266932, 318762286, 148179668]",2020-05-30,Crossing the Academic Ocean? Judit Bar-Ilan's Oeuvre on Search Engines studies
51976555,[],2008-01-01,"Eine bibliometrische Zeitschriftenanalyse zu JoI, Scientometrics und NfD bzw. IWP (A bibliometric journal analysis about JoI, Scientometrics and NfD respectively IWP)"
106961260,"[337469744, 475108818, 435413893, 268862366, 224930578, 211456074, 107951634, 267818126, 310997342, 423083058, 461514398, 386302981, 270928423, 367974165, 147708454, 902183, 104410121, 294422977, 367964607, 139543929, 194506800, 319250255, 368237872, 212580450, 480189887, 350689479, 267854769, 422793002, 121809012]",2015-01-01,Book Bibliometrics - A New Perspective and Challenge in Indicator Building Based on the Book Citation Index
150460781,"[116453878, 215449671, 216475584, 6915794, 344874324, 142477864, 377092979, 419472637, 94189257, 401213419, 317752213, 287677310, 491167176, 251457979, 345245104, 395249932, 68720198, 240638721, 269120766, 97530880, 85197588, 168100361, 430899767, 33084040, 474702018, 493346496, 379002438, 145082032, 196471272, 176255655, 306367853, 465923152, 403685759, 192269331, 164719525, 215405246, 339107565, 406499716, 298616120]",2006-12-01,Text mining without document context
310663537,[],2019-01-01,Informetrics as a field: A new framework for observing regularities in the usage of scientific information
165005688,[],2008-04-24,Estudos métricos da informação: primeiras aproximações 10.5007/1518-2924.2008v13nesp1p116
282241406,"[166018217, 42213373, 280336974, 189412140, 109474376, 254903201, 463217112, 277458983, 175544753, 442703217, 379199505, 375019701, 291329533, 381924685, 122897271]",2010-07-01,"Conjugate partitions in informetrics: Lorenz curves, h-type indices, Ferrers graphs and Durfee squares in a discrete and continuous setting"
45316480,[],2005-01-01,THREE-DIMENSIONAL LOTKAIAN INFORMETRICS
343517572,[],2004-07-22,Webometrics: Can we measure the Internet?
